CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2023,All,Asian or Asian American,Alone,6075
2023,All,Asian or Asian American,In_Combination,2724
2023,All,"Black, African American or African",Alone,85160
2023,All,"Black, African American or African",In_Combination,12877
2023,All,Hispanic/Latina/e/o,Alone,23389
2023,All,Hispanic/Latina/e/o,In_Combination,100865
2023,All,Native Hawaiian or Pacific Islander,Alone,3041
2023,All,Native Hawaiian or Pacific Islander,In_Combination,3048
2023,All,White,Alone,91847
2023,All,White,In_Combination,93744
2023,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,219
2023,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,1294
2023,CA-500,Asian or Asian American,Alone,800
2023,CA-500,Asian or Asian American,In_Combination,235
2023,CA-500,"Black, African American or African",Alone,1896
2023,CA-500,"Black, African American or African",In_Combination,649
2023,CA-500,Hispanic/Latina/e/o,Alone,1265
2023,CA-500,Hispanic/Latina/e/o,In_Combination,7438
2023,CA-500,Native Hawaiian or Pacific Islander,Alone,229
2023,CA-500,Native Hawaiian or Pacific Islander,In_Combination,265
2023,CA-500,White,Alone,2977
2023,CA-500,White,In_Combination,6453
2023,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,337
2023,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,1368
2023,CA-501,Asian or Asian American,Alone,751
2023,CA-501,Asian or Asian American,In_Combination,315
2023,CA-501,"Black, African American or African",Alone,6833
2023,CA-501,"Black, African American or African",In_Combination,1230
2023,CA-501,Hispanic/Latina/e/o,Alone,1767
2023,CA-501,Hispanic/Latina/e/o,In_Combination,4326
2023,CA-501,Native Hawaiian or Pacific Islander,Alone,378
2023,CA-501,Native Hawaiian or Pacific Islander,In_Combination,340
2023,CA-501,White,Alone,4390
2023,CA-501,White,In_Combination,3388
2023,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,196
2023,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,732
2023,CA-502,Asian or Asian American,Alone,368
2023,CA-502,Asian or Asian American,In_Combination,181
2023,CA-502,"Black, African American or African",Alone,6812
2023,CA-502,"Black, African American or African",In_Combination,838
2023,CA-502,Hispanic/Latina/e/o,Alone,554
2023,CA-502,Hispanic/Latina/e/o,In_Combination,2300
2023,CA-502,Native Hawaiian or Pacific Islander,Alone,165
2023,CA-502,Native Hawaiian or Pacific Islander,In_Combination,236
2023,CA-502,White,Alone,2408
2023,CA-502,White,In_Combination,1886
2023,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,155
2023,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,529
2023,CA-503,Asian or Asian American,Alone,191
2023,CA-503,Asian or Asian American,In_Combination,163
2023,CA-503,"Black, African American or African",Alone,5175
2023,CA-503,"Black, African American or African",In_Combination,1201
2023,CA-503,Hispanic/Latina/e/o,Alone,358
2023,CA-503,Hispanic/Latina/e/o,In_Combination,2138
2023,CA-503,Native Hawaiian or Pacific Islander,Alone,166
2023,CA-503,Native Hawaiian or Pacific Islander,In_Combination,153
2023,CA-503,White,Alone,3455
2023,CA-503,White,In_Combination,2099
2023,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,114
2023,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,356
2023,CA-504,Asian or Asian American,Alone,29
2023,CA-504,Asian or Asian American,In_Combination,13
2023,CA-504,"Black, African American or African",Alone,237
2023,CA-504,"Black, African American or African",In_Combination,116
2023,CA-504,Hispanic/Latina/e/o,Alone,268
2023,CA-504,Hispanic/Latina/e/o,In_Combination,752
2023,CA-504,Native Hawaiian or Pacific Islander,Alone,24
2023,CA-504,Native Hawaiian or Pacific Islander,In_Combination,32
2023,CA-504,White,Alone,1683
2023,CA-504,White,In_Combination,630
2023,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,121
2023,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,822
2023,CA-505,Asian or Asian American,Alone,137
2023,CA-505,Asian or Asian American,In_Combination,108
2023,CA-505,"Black, African American or African",Alone,2883
2023,CA-505,"Black, African American or African",In_Combination,438
2023,CA-505,Hispanic/Latina/e/o,Alone,169
2023,CA-505,Hispanic/Latina/e/o,In_Combination,1525
2023,CA-505,Native Hawaiian or Pacific Islander,Alone,140
2023,CA-505,Native Hawaiian or Pacific Islander,In_Combination,122
2023,CA-505,White,Alone,2617
2023,CA-505,White,In_Combination,998
2023,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,33
2023,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,135
2023,CA-506,Asian or Asian American,Alone,34
2023,CA-506,Asian or Asian American,In_Combination,36
2023,CA-506,"Black, African American or African",Alone,199
2023,CA-506,"Black, African American or African",In_Combination,97
2023,CA-506,Hispanic/Latina/e/o,Alone,245
2023,CA-506,Hispanic/Latina/e/o,In_Combination,1752
2023,CA-506,Native Hawaiian or Pacific Islander,Alone,39
2023,CA-506,Native Hawaiian or Pacific Islander,In_Combination,40
2023,CA-506,White,Alone,685
2023,CA-506,White,In_Combination,1693
2023,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,28
2023,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,108
2023,CA-507,Asian or Asian American,Alone,32
2023,CA-507,Asian or Asian American,In_Combination,13
2023,CA-507,"Black, African American or African",Alone,374
2023,CA-507,"Black, African American or African",In_Combination,98
2023,CA-507,Hispanic/Latina/e/o,Alone,124
2023,CA-507,Hispanic/Latina/e/o,In_Combination,425
2023,CA-507,Native Hawaiian or Pacific Islander,Alone,11
2023,CA-507,Native Hawaiian or Pacific Islander,In_Combination,13
2023,CA-507,White,Alone,776
2023,CA-507,White,In_Combination,373
2023,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,25
2023,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,183
2023,CA-508,Asian or Asian American,Alone,*
2023,CA-508,Asian or Asian American,In_Combination,16
2023,CA-508,"Black, African American or African",Alone,73
2023,CA-508,"Black, African American or African",In_Combination,24
2023,CA-508,Hispanic/Latina/e/o,Alone,164
2023,CA-508,Hispanic/Latina/e/o,In_Combination,794
2023,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-508,Native Hawaiian or Pacific Islander,In_Combination,18
2023,CA-508,White,Alone,792
2023,CA-508,White,In_Combination,687
2023,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,134
2023,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,114
2023,CA-509,Asian or Asian American,Alone,*
2023,CA-509,Asian or Asian American,In_Combination,*
2023,CA-509,"Black, African American or African",Alone,32
2023,CA-509,"Black, African American or African",In_Combination,21
2023,CA-509,Hispanic/Latina/e/o,Alone,24
2023,CA-509,Hispanic/Latina/e/o,In_Combination,226
2023,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-509,White,Alone,871
2023,CA-509,White,In_Combination,251
2023,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,93
2023,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,435
2023,CA-510,Asian or Asian American,Alone,82
2023,CA-510,Asian or Asian American,In_Combination,89
2023,CA-510,"Black, African American or African",Alone,745
2023,CA-510,"Black, African American or African",In_Combination,363
2023,CA-510,Hispanic/Latina/e/o,Alone,475
2023,CA-510,Hispanic/Latina/e/o,In_Combination,2162
2023,CA-510,Native Hawaiian or Pacific Islander,Alone,53
2023,CA-510,Native Hawaiian or Pacific Islander,In_Combination,119
2023,CA-510,White,Alone,2454
2023,CA-510,White,In_Combination,2114
2023,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,66
2023,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,268
2023,CA-511,Asian or Asian American,Alone,215
2023,CA-511,Asian or Asian American,In_Combination,205
2023,CA-511,"Black, African American or African",Alone,2683
2023,CA-511,"Black, African American or African",In_Combination,622
2023,CA-511,Hispanic/Latina/e/o,Alone,557
2023,CA-511,Hispanic/Latina/e/o,In_Combination,2522
2023,CA-511,Native Hawaiian or Pacific Islander,Alone,64
2023,CA-511,Native Hawaiian or Pacific Islander,In_Combination,133
2023,CA-511,White,Alone,1805
2023,CA-511,White,In_Combination,2573
2023,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,41
2023,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,261
2023,CA-512,Asian or Asian American,Alone,242
2023,CA-512,Asian or Asian American,In_Combination,69
2023,CA-512,"Black, African American or African",Alone,937
2023,CA-512,"Black, African American or African",In_Combination,153
2023,CA-512,Hispanic/Latina/e/o,Alone,206
2023,CA-512,Hispanic/Latina/e/o,In_Combination,2095
2023,CA-512,Native Hawaiian or Pacific Islander,Alone,391
2023,CA-512,Native Hawaiian or Pacific Islander,In_Combination,61
2023,CA-512,White,Alone,1727
2023,CA-512,White,In_Combination,1894
2023,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,93
2023,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,206
2023,CA-513,Asian or Asian American,Alone,31
2023,CA-513,Asian or Asian American,In_Combination,16
2023,CA-513,"Black, African American or African",Alone,479
2023,CA-513,"Black, African American or African",In_Combination,101
2023,CA-513,Hispanic/Latina/e/o,Alone,419
2023,CA-513,Hispanic/Latina/e/o,In_Combination,2259
2023,CA-513,Native Hawaiian or Pacific Islander,Alone,18
2023,CA-513,Native Hawaiian or Pacific Islander,In_Combination,20
2023,CA-513,White,Alone,1453
2023,CA-513,White,In_Combination,2122
2023,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,250
2023,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,456
2023,CA-514,Asian or Asian American,Alone,291
2023,CA-514,Asian or Asian American,In_Combination,62
2023,CA-514,"Black, African American or African",Alone,1931
2023,CA-514,"Black, African American or African",In_Combination,326
2023,CA-514,Hispanic/Latina/e/o,Alone,899
2023,CA-514,Hispanic/Latina/e/o,In_Combination,4329
2023,CA-514,Native Hawaiian or Pacific Islander,Alone,44
2023,CA-514,Native Hawaiian or Pacific Islander,In_Combination,55
2023,CA-514,White,Alone,2801
2023,CA-514,White,In_Combination,4038
2023,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,66
2023,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,123
2023,CA-515,Asian or Asian American,Alone,29
2023,CA-515,Asian or Asian American,In_Combination,38
2023,CA-515,"Black, African American or African",Alone,198
2023,CA-515,"Black, African American or African",In_Combination,93
2023,CA-515,Hispanic/Latina/e/o,Alone,47
2023,CA-515,Hispanic/Latina/e/o,In_Combination,384
2023,CA-515,Native Hawaiian or Pacific Islander,Alone,23
2023,CA-515,Native Hawaiian or Pacific Islander,In_Combination,39
2023,CA-515,White,Alone,1526
2023,CA-515,White,In_Combination,401
2023,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,146
2023,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,262
2023,CA-516,Asian or Asian American,Alone,18
2023,CA-516,Asian or Asian American,In_Combination,29
2023,CA-516,"Black, African American or African",Alone,57
2023,CA-516,"Black, African American or African",In_Combination,54
2023,CA-516,Hispanic/Latina/e/o,Alone,41
2023,CA-516,Hispanic/Latina/e/o,In_Combination,192
2023,CA-516,Native Hawaiian or Pacific Islander,Alone,11
2023,CA-516,Native Hawaiian or Pacific Islander,In_Combination,14
2023,CA-516,White,Alone,1524
2023,CA-516,White,In_Combination,405
2023,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,23
2023,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,90
2023,CA-517,Asian or Asian American,Alone,*
2023,CA-517,Asian or Asian American,In_Combination,*
2023,CA-517,"Black, African American or African",Alone,60
2023,CA-517,"Black, African American or African",In_Combination,33
2023,CA-517,Hispanic/Latina/e/o,Alone,45
2023,CA-517,Hispanic/Latina/e/o,In_Combination,370
2023,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-517,White,Alone,468
2023,CA-517,White,In_Combination,344
2023,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,15
2023,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,68
2023,CA-518,Asian or Asian American,Alone,32
2023,CA-518,Asian or Asian American,In_Combination,25
2023,CA-518,"Black, African American or African",Alone,581
2023,CA-518,"Black, African American or African",In_Combination,105
2023,CA-518,Hispanic/Latina/e/o,Alone,20
2023,CA-518,Hispanic/Latina/e/o,In_Combination,204
2023,CA-518,Native Hawaiian or Pacific Islander,Alone,19
2023,CA-518,Native Hawaiian or Pacific Islander,In_Combination,27
2023,CA-518,White,Alone,387
2023,CA-518,White,In_Combination,240
2023,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,144
2023,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,249
2023,CA-519,Asian or Asian American,Alone,49
2023,CA-519,Asian or Asian American,In_Combination,26
2023,CA-519,"Black, African American or African",Alone,269
2023,CA-519,"Black, African American or African",In_Combination,189
2023,CA-519,Hispanic/Latina/e/o,Alone,90
2023,CA-519,Hispanic/Latina/e/o,In_Combination,556
2023,CA-519,Native Hawaiian or Pacific Islander,Alone,23
2023,CA-519,Native Hawaiian or Pacific Islander,In_Combination,38
2023,CA-519,White,Alone,2568
2023,CA-519,White,In_Combination,730
2023,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,38
2023,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,119
2023,CA-520,Asian or Asian American,Alone,53
2023,CA-520,Asian or Asian American,In_Combination,28
2023,CA-520,"Black, African American or African",Alone,504
2023,CA-520,"Black, African American or African",In_Combination,160
2023,CA-520,Hispanic/Latina/e/o,Alone,173
2023,CA-520,Hispanic/Latina/e/o,In_Combination,1639
2023,CA-520,Native Hawaiian or Pacific Islander,Alone,20
2023,CA-520,Native Hawaiian or Pacific Islander,In_Combination,26
2023,CA-520,White,Alone,879
2023,CA-520,White,In_Combination,1592
2023,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,19
2023,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,44
2023,CA-521,Asian or Asian American,Alone,12
2023,CA-521,Asian or Asian American,In_Combination,11
2023,CA-521,"Black, African American or African",Alone,241
2023,CA-521,"Black, African American or African",In_Combination,47
2023,CA-521,Hispanic/Latina/e/o,Alone,113
2023,CA-521,Hispanic/Latina/e/o,In_Combination,369
2023,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-521,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-521,White,Alone,532
2023,CA-521,White,In_Combination,337
2023,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,241
2023,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,219
2023,CA-522,Asian or Asian American,Alone,11
2023,CA-522,Asian or Asian American,In_Combination,11
2023,CA-522,"Black, African American or African",Alone,99
2023,CA-522,"Black, African American or African",In_Combination,52
2023,CA-522,Hispanic/Latina/e/o,Alone,32
2023,CA-522,Hispanic/Latina/e/o,In_Combination,218
2023,CA-522,Native Hawaiian or Pacific Islander,Alone,17
2023,CA-522,Native Hawaiian or Pacific Islander,In_Combination,27
2023,CA-522,White,Alone,1563
2023,CA-522,White,In_Combination,305
2023,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,26
2023,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,19
2023,CA-523,Asian or Asian American,Alone,*
2023,CA-523,Asian or Asian American,In_Combination,*
2023,CA-523,"Black, African American or African",Alone,14
2023,CA-523,"Black, African American or African",In_Combination,18
2023,CA-523,Hispanic/Latina/e/o,Alone,34
2023,CA-523,Hispanic/Latina/e/o,In_Combination,141
2023,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-523,White,Alone,314
2023,CA-523,White,In_Combination,150
2023,CA-524,"American Indian, Alaska Native, or Indigenous",Alone,52
2023,CA-524,"American Indian, Alaska Native, or Indigenous",In_Combination,108
2023,CA-524,Asian or Asian American,Alone,36
2023,CA-524,Asian or Asian American,In_Combination,13
2023,CA-524,"Black, African American or African",Alone,273
2023,CA-524,"Black, African American or African",In_Combination,69
2023,CA-524,Hispanic/Latina/e/o,Alone,345
2023,CA-524,Hispanic/Latina/e/o,In_Combination,381
2023,CA-524,Native Hawaiian or Pacific Islander,Alone,15
2023,CA-524,Native Hawaiian or Pacific Islander,In_Combination,21
2023,CA-524,White,Alone,1720
2023,CA-524,White,In_Combination,434
2023,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,22
2023,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,19
2023,CA-525,Asian or Asian American,Alone,*
2023,CA-525,Asian or Asian American,In_Combination,*
2023,CA-525,"Black, African American or African",Alone,31
2023,CA-525,"Black, African American or African",In_Combination,*
2023,CA-525,Hispanic/Latina/e/o,Alone,14
2023,CA-525,Hispanic/Latina/e/o,In_Combination,70
2023,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-525,White,Alone,443
2023,CA-525,White,In_Combination,73
2023,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,19
2023,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,38
2023,CA-526,Asian or Asian American,Alone,*
2023,CA-526,Asian or Asian American,In_Combination,11
2023,CA-526,"Black, African American or African",Alone,26
2023,CA-526,"Black, African American or African",In_Combination,17
2023,CA-526,Hispanic/Latina/e/o,Alone,11
2023,CA-526,Hispanic/Latina/e/o,In_Combination,146
2023,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-526,Native Hawaiian or Pacific Islander,In_Combination,12
2023,CA-526,White,Alone,666
2023,CA-526,White,In_Combination,156
2023,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,17
2023,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,22
2023,CA-527,Asian or Asian American,Alone,*
2023,CA-527,Asian or Asian American,In_Combination,*
2023,CA-527,"Black, African American or African",Alone,*
2023,CA-527,"Black, African American or African",In_Combination,*
2023,CA-527,Hispanic/Latina/e/o,Alone,32
2023,CA-527,Hispanic/Latina/e/o,In_Combination,75
2023,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-527,White,Alone,481
2023,CA-527,White,In_Combination,84
2023,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,25
2023,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,35
2023,CA-529,Asian or Asian American,Alone,*
2023,CA-529,Asian or Asian American,In_Combination,*
2023,CA-529,"Black, African American or African",Alone,12
2023,CA-529,"Black, African American or African",In_Combination,*
2023,CA-529,Hispanic/Latina/e/o,Alone,14
2023,CA-529,Hispanic/Latina/e/o,In_Combination,64
2023,CA-529,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-529,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-529,White,Alone,293
2023,CA-529,White,In_Combination,50
2023,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,31
2023,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,16
2023,CA-530,Asian or Asian American,Alone,*
2023,CA-530,Asian or Asian American,In_Combination,*
2023,CA-530,"Black, African American or African",Alone,*
2023,CA-530,"Black, African American or African",In_Combination,*
2023,CA-530,Hispanic/Latina/e/o,Alone,*
2023,CA-530,Hispanic/Latina/e/o,In_Combination,40
2023,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-530,White,Alone,47
2023,CA-530,White,In_Combination,35
2023,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,26
2023,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,48
2023,CA-531,Asian or Asian American,Alone,*
2023,CA-531,Asian or Asian American,In_Combination,13
2023,CA-531,"Black, African American or African",Alone,27
2023,CA-531,"Black, African American or African",In_Combination,14
2023,CA-531,Hispanic/Latina/e/o,Alone,26
2023,CA-531,Hispanic/Latina/e/o,In_Combination,100
2023,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-531,White,Alone,857
2023,CA-531,White,In_Combination,131
2023,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,586
2023,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1575
2023,CA-600,Asian or Asian American,Alone,1277
2023,CA-600,Asian or Asian American,In_Combination,345
2023,CA-600,"Black, African American or African",Alone,34333
2023,CA-600,"Black, African American or African",In_Combination,2425
2023,CA-600,Hispanic/Latina/e/o,Alone,9743
2023,CA-600,Hispanic/Latina/e/o,In_Combination,28156
2023,CA-600,Native Hawaiian or Pacific Islander,Alone,454
2023,CA-600,Native Hawaiian or Pacific Islander,In_Combination,549
2023,CA-600,White,Alone,18930
2023,CA-600,White,In_Combination,26333
2023,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,285
2023,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,714
2023,CA-601,Asian or Asian American,Alone,442
2023,CA-601,Asian or Asian American,In_Combination,264
2023,CA-601,"Black, African American or African",Alone,6170
2023,CA-601,"Black, African American or African",In_Combination,1420
2023,CA-601,Hispanic/Latina/e/o,Alone,1432
2023,CA-601,Hispanic/Latina/e/o,In_Combination,8040
2023,CA-601,Native Hawaiian or Pacific Islander,Alone,259
2023,CA-601,Native Hawaiian or Pacific Islander,In_Combination,261
2023,CA-601,White,Alone,8517
2023,CA-601,White,In_Combination,7226
2023,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,159
2023,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,718
2023,CA-602,Asian or Asian American,Alone,571
2023,CA-602,Asian or Asian American,In_Combination,214
2023,CA-602,"Black, African American or African",Alone,2057
2023,CA-602,"Black, African American or African",In_Combination,602
2023,CA-602,Hispanic/Latina/e/o,Alone,1343
2023,CA-602,Hispanic/Latina/e/o,In_Combination,8694
2023,CA-602,Native Hawaiian or Pacific Islander,Alone,239
2023,CA-602,Native Hawaiian or Pacific Islander,In_Combination,203
2023,CA-602,White,Alone,6892
2023,CA-602,White,In_Combination,8111
2023,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,54
2023,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,190
2023,CA-603,Asian or Asian American,Alone,37
2023,CA-603,Asian or Asian American,In_Combination,27
2023,CA-603,"Black, African American or African",Alone,290
2023,CA-603,"Black, African American or African",In_Combination,101
2023,CA-603,Hispanic/Latina/e/o,Alone,410
2023,CA-603,Hispanic/Latina/e/o,In_Combination,1861
2023,CA-603,Native Hawaiian or Pacific Islander,Alone,24
2023,CA-603,Native Hawaiian or Pacific Islander,In_Combination,27
2023,CA-603,White,Alone,1537
2023,CA-603,White,In_Combination,1775
2023,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,82
2023,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,242
2023,CA-604,Asian or Asian American,Alone,46
2023,CA-604,Asian or Asian American,In_Combination,35
2023,CA-604,"Black, African American or African",Alone,1969
2023,CA-604,"Black, African American or African",In_Combination,304
2023,CA-604,Hispanic/Latina/e/o,Alone,310
2023,CA-604,Hispanic/Latina/e/o,In_Combination,3277
2023,CA-604,Native Hawaiian or Pacific Islander,Alone,38
2023,CA-604,Native Hawaiian or Pacific Islander,In_Combination,43
2023,CA-604,White,Alone,2805
2023,CA-604,White,In_Combination,3196
2023,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,50
2023,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,138
2023,CA-606,Asian or Asian American,Alone,126
2023,CA-606,Asian or Asian American,In_Combination,37
2023,CA-606,"Black, African American or African",Alone,2507
2023,CA-606,"Black, African American or African",In_Combination,186
2023,CA-606,Hispanic/Latina/e/o,Alone,332
2023,CA-606,Hispanic/Latina/e/o,In_Combination,1366
2023,CA-606,Native Hawaiian or Pacific Islander,Alone,61
2023,CA-606,Native Hawaiian or Pacific Islander,In_Combination,32
2023,CA-606,White,Alone,1496
2023,CA-606,White,In_Combination,1273
2023,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,*
2023,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,24
2023,CA-607,Asian or Asian American,Alone,27
2023,CA-607,Asian or Asian American,In_Combination,*
2023,CA-607,"Black, African American or African",Alone,560
2023,CA-607,"Black, African American or African",In_Combination,51
2023,CA-607,Hispanic/Latina/e/o,Alone,95
2023,CA-607,Hispanic/Latina/e/o,In_Combination,489
2023,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-607,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-607,White,Alone,296
2023,CA-607,White,In_Combination,466
2023,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,117
2023,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,259
2023,CA-608,Asian or Asian American,Alone,110
2023,CA-608,Asian or Asian American,In_Combination,54
2023,CA-608,"Black, African American or African",Alone,2721
2023,CA-608,"Black, African American or African",In_Combination,415
2023,CA-608,Hispanic/Latina/e/o,Alone,760
2023,CA-608,Hispanic/Latina/e/o,In_Combination,4324
2023,CA-608,Native Hawaiian or Pacific Islander,Alone,67
2023,CA-608,Native Hawaiian or Pacific Islander,In_Combination,59
2023,CA-608,White,Alone,3998
2023,CA-608,White,In_Combination,4126
2023,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,64
2023,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,172
2023,CA-609,Asian or Asian American,Alone,46
2023,CA-609,Asian or Asian American,In_Combination,38
2023,CA-609,"Black, African American or African",Alone,3381
2023,CA-609,"Black, African American or African",In_Combination,397
2023,CA-609,Hispanic/Latina/e/o,Alone,366
2023,CA-609,Hispanic/Latina/e/o,In_Combination,2908
2023,CA-609,Native Hawaiian or Pacific Islander,Alone,58
2023,CA-609,Native Hawaiian or Pacific Islander,In_Combination,29
2023,CA-609,White,Alone,1875
2023,CA-609,White,In_Combination,2691
2023,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,19
2023,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,85
2023,CA-611,Asian or Asian American,Alone,28
2023,CA-611,Asian or Asian American,In_Combination,*
2023,CA-611,"Black, African American or African",Alone,219
2023,CA-611,"Black, African American or African",In_Combination,58
2023,CA-611,Hispanic/Latina/e/o,Alone,131
2023,CA-611,Hispanic/Latina/e/o,In_Combination,1195
2023,CA-611,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-611,Native Hawaiian or Pacific Islander,In_Combination,21
2023,CA-611,White,Alone,1198
2023,CA-611,White,In_Combination,1218
2023,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,11
2023,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,15
2023,CA-612,Asian or Asian American,Alone,14
2023,CA-612,Asian or Asian American,In_Combination,*
2023,CA-612,"Black, African American or African",Alone,229
2023,CA-612,"Black, African American or African",In_Combination,17
2023,CA-612,Hispanic/Latina/e/o,Alone,55
2023,CA-612,Hispanic/Latina/e/o,In_Combination,251
2023,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-612,White,Alone,302
2023,CA-612,White,In_Combination,242
2023,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2023,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2023,CA-613,Asian or Asian American,Alone,*
