CALENDAR_YEAR,LOCATION_ID,LOCATION,GENDER,EXPERIENCING_HOMELESSNESS_CNT
2023,CA-502,Alameda County CoC,Transgender,41
2023,CA-503,Sacramento County CoC,Cisgender Man,6295
2023,CA-503,Sacramento County CoC,Cisgender Woman,6338
2023,CA-503,Sacramento County CoC,Client doesn't know,464
2023,CA-503,Sacramento County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",73
2023,CA-503,Sacramento County CoC,Questioning,*
2023,CA-503,Sacramento County CoC,Transgender,49
2023,CA-504,Sonoma County CoC,Cisgender Man,2406
2023,CA-504,Sonoma County CoC,Cisgender Woman,1866
2023,CA-504,Sonoma County CoC,Client doesn't know,*
2023,CA-504,Sonoma County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",17
2023,CA-504,Sonoma County CoC,Questioning,*
2023,CA-504,Sonoma County CoC,Transgender,26
2023,CA-505,Contra Costa County CoC,Cisgender Man,4439
2023,CA-505,Contra Costa County CoC,Cisgender Woman,3535
2023,CA-505,Contra Costa County CoC,Client doesn't know,*
2023,CA-505,Contra Costa County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",15
2023,CA-505,Contra Costa County CoC,Questioning,*
2023,CA-505,Contra Costa County CoC,Transgender,18
2023,CA-506,"Monterey, San Benito Counties CoC",Cisgender Man,1607
2023,CA-506,"Monterey, San Benito Counties CoC",Cisgender Woman,1471
2023,CA-506,"Monterey, San Benito Counties CoC",Client doesn't know,*
2023,CA-506,"Monterey, San Benito Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-506,"Monterey, San Benito Counties CoC",Questioning,*
2023,CA-506,"Monterey, San Benito Counties CoC",Transgender,*
2023,CA-507,Marin County CoC,Cisgender Man,1039
2023,CA-507,Marin County CoC,Cisgender Woman,857
2023,CA-507,Marin County CoC,Client doesn't know,*
2023,CA-507,Marin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-507,Marin County CoC,Transgender,*
2023,CA-508,Santa Cruz County CoC,Cisgender Man,1139
2023,CA-508,Santa Cruz County CoC,Cisgender Woman,799
2023,CA-508,Santa Cruz County CoC,Client doesn't know,*
2023,CA-508,Santa Cruz County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-508,Santa Cruz County CoC,Transgender,*
2023,CA-509,Mendocino County CoC,Cisgender Man,731
2023,CA-509,Mendocino County CoC,Cisgender Woman,652
2023,CA-509,Mendocino County CoC,Client doesn't know,*
2023,CA-509,Mendocino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-509,Mendocino County CoC,Transgender,*
2023,CA-510,Stanislaus County CoC,Cisgender Man,3489
2023,CA-510,Stanislaus County CoC,Cisgender Woman,2900
2023,CA-510,Stanislaus County CoC,Client doesn't know,*
2023,CA-510,Stanislaus County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",18
2023,CA-510,Stanislaus County CoC,Questioning,*
2023,CA-510,Stanislaus County CoC,Transgender,17
2023,CA-511,San Joaquin County CoC,Cisgender Man,4569
2023,CA-511,San Joaquin County CoC,Cisgender Woman,4307
2023,CA-511,San Joaquin County CoC,Client doesn't know,33
2023,CA-511,San Joaquin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-511,San Joaquin County CoC,Questioning,*
2023,CA-511,San Joaquin County CoC,Transgender,19
2023,CA-512,San Mateo County CoC,Cisgender Man,3460
2023,CA-512,San Mateo County CoC,Cisgender Woman,2374
2023,CA-512,San Mateo County CoC,Client doesn't know,17
2023,CA-512,San Mateo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-512,San Mateo County CoC,Transgender,15
2023,CA-513,"Kings, Tulare Counties CoC",Cisgender Man,2376
2023,CA-513,"Kings, Tulare Counties CoC",Cisgender Woman,2446
2023,CA-513,"Kings, Tulare Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-513,"Kings, Tulare Counties CoC",Transgender,11
2023,CA-514,"Fresno, Madera Counties CoC",Cisgender Man,6302
2023,CA-514,"Fresno, Madera Counties CoC",Cisgender Woman,4670
2023,CA-514,"Fresno, Madera Counties CoC",Client doesn't know,81
2023,CA-514,"Fresno, Madera Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",21
2023,CA-514,"Fresno, Madera Counties CoC",Questioning,*
2023,CA-514,"Fresno, Madera Counties CoC",Transgender,38
2023,CA-515,Placer County CoC,Cisgender Man,1361
2023,CA-515,Placer County CoC,Cisgender Woman,1121
2023,CA-515,Placer County CoC,Client doesn't know,*
2023,CA-515,Placer County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12
2023,CA-515,Placer County CoC,Questioning,*
2023,CA-515,Placer County CoC,Transgender,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Man,1165
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Woman,1153
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Client doesn't know,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Questioning,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Transgender,*
2023,CA-517,Napa County CoC,Cisgender Man,610
2023,CA-517,Napa County CoC,Cisgender Woman,427
2023,CA-517,Napa County CoC,Client doesn't know,*
2023,CA-517,Napa County CoC,Transgender,*
2023,CA-518,Solano County CoC,Cisgender Man,755
2023,CA-518,Solano County CoC,Cisgender Woman,639
2023,CA-518,Solano County CoC,Client doesn't know,*
2023,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-518,Solano County CoC,Transgender,*
2023,CA-519,Butte County CoC,Cisgender Man,2275
2023,CA-519,Butte County CoC,Cisgender Woman,1988
2023,CA-519,Butte County CoC,Client doesn't know,88
2023,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",16
2023,CA-519,Butte County CoC,Questioning,*
2023,CA-519,Butte County CoC,Transgender,15
2023,CA-520,Merced County CoC,Cisgender Man,1674
2023,CA-520,Merced County CoC,Cisgender Woman,1769
2023,CA-520,Merced County CoC,Client doesn't know,*
2023,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-520,Merced County CoC,Questioning,*
2023,CA-520,Merced County CoC,Transgender,*
2023,CA-521,Yolo County CoC,Cisgender Man,669
2023,CA-521,Yolo County CoC,Cisgender Woman,727
2023,CA-521,Yolo County CoC,Client doesn't know,144
2023,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-521,Yolo County CoC,Transgender,*
2023,CA-522,Humboldt County CoC,Cisgender Man,1375
2023,CA-522,Humboldt County CoC,Cisgender Woman,1061
2023,CA-522,Humboldt County CoC,Client doesn't know,80
2023,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",35
2023,CA-522,Humboldt County CoC,Questioning,*
2023,CA-522,Humboldt County CoC,Transgender,14
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Man,248
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Woman,324
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Client doesn't know,*
2023,CA-524,"Yuba, Sutter Counties CoC",Cisgender Man,1465
2023,CA-524,"Yuba, Sutter Counties CoC",Cisgender Woman,1558
2023,CA-524,"Yuba, Sutter Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-524,"Yuba, Sutter Counties CoC",Transgender,*
2023,CA-525,El Dorado County CoC,Cisgender Man,354
2023,CA-525,El Dorado County CoC,Cisgender Woman,265
2023,CA-525,El Dorado County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-525,El Dorado County CoC,Questioning,*
2023,CA-525,El Dorado County CoC,Transgender,*
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Man,411
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Woman,513
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Questioning,*
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Transgender,*
2023,CA-527,Tehama County CoC,Cisgender Man,381
2023,CA-527,Tehama County CoC,Cisgender Woman,309
2023,CA-527,Tehama County CoC,Client doesn't know,*
2023,CA-527,Tehama County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-527,Tehama County CoC,Transgender,*
2023,CA-529,Lake County CoC,Cisgender Man,235
2023,CA-529,Lake County CoC,Cisgender Woman,203
2023,CA-529,Lake County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-529,Lake County CoC,Transgender,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Man,59
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Woman,72
2023,CA-531,Nevada County CoC,Cisgender Man,665
2023,CA-531,Nevada County CoC,Cisgender Woman,508
2023,CA-531,Nevada County CoC,Client doesn't know,11
2023,CA-531,Nevada County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12
2023,CA-531,Nevada County CoC,Transgender,*
2023,CA-600,Los Angeles County CoC,Cisgender Man,58724
2023,CA-600,Los Angeles County CoC,Cisgender Woman,38627
2023,CA-600,Los Angeles County CoC,Client doesn't know,1228
2023,CA-600,Los Angeles County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",252
2023,CA-600,Los Angeles County CoC,Questioning,19
2023,CA-600,Los Angeles County CoC,Transgender,793
2023,CA-601,San Diego County CoC,Cisgender Man,15269
2023,CA-601,San Diego County CoC,Cisgender Woman,11641
2023,CA-601,San Diego County CoC,Client doesn't know,60
2023,CA-601,San Diego County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",90
2023,CA-601,San Diego County CoC,Questioning,*
2023,CA-601,San Diego County CoC,Transgender,157
2023,CA-602,Orange County CoC,Cisgender Man,11883
2023,CA-602,Orange County CoC,Cisgender Woman,9073
2023,CA-602,Orange County CoC,Client doesn't know,2764
2023,CA-602,Orange County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",57
2023,CA-602,Orange County CoC,Questioning,*
2023,CA-602,Orange County CoC,Transgender,69
2023,CA-603,Santa Barbara County CoC,Cisgender Man,2549
2023,CA-603,Santa Barbara County CoC,Cisgender Woman,1803
2023,CA-603,Santa Barbara County CoC,Client doesn't know,74
2023,CA-603,Santa Barbara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",14
2023,CA-603,Santa Barbara County CoC,Transgender,*
2023,CA-604,Kern County CoC,Cisgender Man,4545
2023,CA-604,Kern County CoC,Cisgender Woman,4174
2023,CA-604,Kern County CoC,Client doesn't know,*
2023,CA-604,Kern County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",14
2023,CA-604,Kern County CoC,Transgender,25
2023,CA-606,Long Beach CoC (Los Angeles County),Cisgender Man,4037
2023,CA-606,Long Beach CoC (Los Angeles County),Cisgender Woman,2236
2023,CA-606,Long Beach CoC (Los Angeles County),Client doesn't know,18
2023,CA-606,Long Beach CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",14
2023,CA-606,Long Beach CoC (Los Angeles County),Questioning,*
2023,CA-606,Long Beach CoC (Los Angeles County),Transgender,30
2023,CA-607,Pasadena CoC (Los Angeles County),Cisgender Man,927
2023,CA-607,Pasadena CoC (Los Angeles County),Cisgender Woman,591
2023,CA-607,Pasadena CoC (Los Angeles County),Client doesn't know,49
2023,CA-607,Pasadena CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",11
2023,CA-607,Pasadena CoC (Los Angeles County),Transgender,18
2023,CA-608,Riverside County CoC,Cisgender Man,6717
2023,CA-608,Riverside County CoC,Cisgender Woman,5830
2023,CA-608,Riverside County CoC,Client doesn't know,29
2023,CA-608,Riverside County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",28
2023,CA-608,Riverside County CoC,Questioning,*
2023,CA-608,Riverside County CoC,Transgender,78
2023,CA-609,San Bernardino County CoC,Cisgender Man,4407
2023,CA-609,San Bernardino County CoC,Cisgender Woman,4519
2023,CA-609,San Bernardino County CoC,Client doesn't know,*
2023,CA-609,San Bernardino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",12
2023,CA-609,San Bernardino County CoC,Questioning,*
2023,CA-609,San Bernardino County CoC,Transgender,18
2023,CA-611,Ventura County CoC,Cisgender Man,1634
2023,CA-611,Ventura County CoC,Cisgender Woman,1240
2023,CA-611,Ventura County CoC,Client doesn't know,19
2023,CA-611,Ventura County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-611,Ventura County CoC,Questioning,*
2023,CA-611,Ventura County CoC,Transgender,18
2023,CA-612,Glendale CoC (Los Angeles County),Cisgender Man,460
2023,CA-612,Glendale CoC (Los Angeles County),Cisgender Woman,400
2023,CA-612,Glendale CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-612,Glendale CoC (Los Angeles County),Transgender,17
2023,CA-613,Imperial County CoC,Cisgender Man,811
2023,CA-613,Imperial County CoC,Cisgender Woman,980
2023,CA-613,Imperial County CoC,Client doesn't know,*
2023,CA-613,Imperial County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-613,Imperial County CoC,Transgender,*
2023,CA-614,San Luis Obispo County CoC,Cisgender Man,1831
2023,CA-614,San Luis Obispo County CoC,Cisgender Woman,1386
2023,CA-614,San Luis Obispo County CoC,Client doesn't know,14
2023,CA-614,San Luis Obispo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2023,CA-614,San Luis Obispo County CoC,Transgender,12
2024,All,California,Cisgender Man,143543
2024,All,California,Cisgender Woman,108135
2024,All,California,Client doesn't know,2817
2024,All,California,"Culturally Specific, Non-Binary, and/or a Different Identity",781
2024,All,California,Questioning,47
2024,All,California,Transgender,1435
2024,CA-500,Santa Clara County CoC,Cisgender Man,6924
2024,CA-500,Santa Clara County CoC,Cisgender Woman,5173
2024,CA-500,Santa Clara County CoC,Client doesn't know,13
2024,CA-500,Santa Clara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",35
2024,CA-500,Santa Clara County CoC,Transgender,44
2024,CA-501,San Francisco CoC,Cisgender Man,9146
2024,CA-501,San Francisco CoC,Cisgender Woman,6117
2024,CA-501,San Francisco CoC,Client doesn't know,433
2024,CA-501,San Francisco CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",141
2024,CA-501,San Francisco CoC,Questioning,*
2024,CA-501,San Francisco CoC,Transgender,236
2024,CA-502,Alameda County CoC,Cisgender Man,6700
2024,CA-502,Alameda County CoC,Cisgender Woman,4652
2024,CA-502,Alameda County CoC,Client doesn't know,*
2024,CA-502,Alameda County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",46
2024,CA-502,Alameda County CoC,Transgender,32
2024,CA-503,Sacramento County CoC,Cisgender Man,5058
2024,CA-503,Sacramento County CoC,Cisgender Woman,5005
2024,CA-503,Sacramento County CoC,Client doesn't know,374
2024,CA-503,Sacramento County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",51
2024,CA-503,Sacramento County CoC,Questioning,*
2024,CA-503,Sacramento County CoC,Transgender,39
2024,CA-504,Sonoma County CoC,Cisgender Man,1926
2024,CA-504,Sonoma County CoC,Cisgender Woman,1447
2024,CA-504,Sonoma County CoC,Client doesn't know,*
2024,CA-504,Sonoma County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",15
2024,CA-504,Sonoma County CoC,Questioning,*
2024,CA-504,Sonoma County CoC,Transgender,16
2024,CA-505,Contra Costa County CoC,Cisgender Man,3366
2024,CA-505,Contra Costa County CoC,Cisgender Woman,2776
2024,CA-505,Contra Costa County CoC,Client doesn't know,*
2024,CA-505,Contra Costa County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-505,Contra Costa County CoC,Questioning,*
2024,CA-505,Contra Costa County CoC,Transgender,17
2024,CA-506,"Monterey, San Benito Counties CoC",Cisgender Man,1276
2024,CA-506,"Monterey, San Benito Counties CoC",Cisgender Woman,1252
2024,CA-506,"Monterey, San Benito Counties CoC",Client doesn't know,*
2024,CA-506,"Monterey, San Benito Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-506,"Monterey, San Benito Counties CoC",Questioning,*
2024,CA-506,"Monterey, San Benito Counties CoC",Transgender,*
2024,CA-507,Marin County CoC,Cisgender Man,813
2024,CA-507,Marin County CoC,Cisgender Woman,616
2024,CA-507,Marin County CoC,Client doesn't know,11
2024,CA-507,Marin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-507,Marin County CoC,Transgender,*
2024,CA-508,Santa Cruz County CoC,Cisgender Man,760
2024,CA-508,Santa Cruz County CoC,Cisgender Woman,601
2024,CA-508,Santa Cruz County CoC,Client doesn't know,*
2024,CA-508,Santa Cruz County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-508,Santa Cruz County CoC,Transgender,*
2024,CA-509,Mendocino County CoC,Cisgender Man,453
2024,CA-509,Mendocino County CoC,Cisgender Woman,379
2024,CA-509,Mendocino County CoC,Client doesn't know,*
2024,CA-509,Mendocino County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-509,Mendocino County CoC,Transgender,*
2024,CA-510,Stanislaus County CoC,Cisgender Man,2209
2024,CA-510,Stanislaus County CoC,Cisgender Woman,1842
2024,CA-510,Stanislaus County CoC,Client doesn't know,*
2024,CA-510,Stanislaus County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",17
2024,CA-510,Stanislaus County CoC,Questioning,*
2024,CA-510,Stanislaus County CoC,Transgender,13
2024,CA-511,San Joaquin County CoC,Cisgender Man,3046
2024,CA-511,San Joaquin County CoC,Cisgender Woman,2910
2024,CA-511,San Joaquin County CoC,Client doesn't know,*
2024,CA-511,San Joaquin County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-511,San Joaquin County CoC,Questioning,*
2024,CA-511,San Joaquin County CoC,Transgender,18
2024,CA-512,San Mateo County CoC,Cisgender Man,3041
2024,CA-512,San Mateo County CoC,Cisgender Woman,2073
2024,CA-512,San Mateo County CoC,Client doesn't know,*
2024,CA-512,San Mateo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-512,San Mateo County CoC,Transgender,18
2024,CA-513,"Kings, Tulare Counties CoC",Cisgender Man,1868
2024,CA-513,"Kings, Tulare Counties CoC",Cisgender Woman,1957
2024,CA-513,"Kings, Tulare Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-513,"Kings, Tulare Counties CoC",Transgender,*
2024,CA-514,"Fresno, Madera Counties CoC",Cisgender Man,4767
2024,CA-514,"Fresno, Madera Counties CoC",Cisgender Woman,3455
2024,CA-514,"Fresno, Madera Counties CoC",Client doesn't know,85
2024,CA-514,"Fresno, Madera Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",16
2024,CA-514,"Fresno, Madera Counties CoC",Questioning,*
2024,CA-514,"Fresno, Madera Counties CoC",Transgender,27
2024,CA-515,Placer County CoC,Cisgender Man,1048
2024,CA-515,Placer County CoC,Cisgender Woman,870
2024,CA-515,Placer County CoC,Client doesn't know,24
2024,CA-515,Placer County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-515,Placer County CoC,Questioning,*
2024,CA-515,Placer County CoC,Transgender,*
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Man,863
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Cisgender Woman,774
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Client doesn't know,16
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Questioning,*
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Transgender,*
2024,CA-517,Napa County CoC,Cisgender Man,449
2024,CA-517,Napa County CoC,Cisgender Woman,295
2024,CA-517,Napa County CoC,Client doesn't know,*
2024,CA-517,Napa County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-518,Solano County CoC,Cisgender Man,603
2024,CA-518,Solano County CoC,Cisgender Woman,598
2024,CA-518,Solano County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-518,Solano County CoC,Transgender,*
2024,CA-519,Butte County CoC,Cisgender Man,2100
2024,CA-519,Butte County CoC,Cisgender Woman,1974
2024,CA-519,Butte County CoC,Client doesn't know,45
2024,CA-519,Butte County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",15
2024,CA-519,Butte County CoC,Questioning,*
2024,CA-519,Butte County CoC,Transgender,13
2024,CA-520,Merced County CoC,Cisgender Man,1075
2024,CA-520,Merced County CoC,Cisgender Woman,1042
2024,CA-520,Merced County CoC,Client doesn't know,*
2024,CA-520,Merced County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-520,Merced County CoC,Questioning,*
2024,CA-520,Merced County CoC,Transgender,*
2024,CA-521,Yolo County CoC,Cisgender Man,423
2024,CA-521,Yolo County CoC,Cisgender Woman,366
2024,CA-521,Yolo County CoC,Client doesn't know,86
2024,CA-521,Yolo County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-522,Humboldt County CoC,Cisgender Man,1108
2024,CA-522,Humboldt County CoC,Cisgender Woman,892
2024,CA-522,Humboldt County CoC,Client doesn't know,34
2024,CA-522,Humboldt County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",27
2024,CA-522,Humboldt County CoC,Questioning,*
2024,CA-522,Humboldt County CoC,Transgender,14
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Man,158
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Cisgender Woman,174
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Client doesn't know,*
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-524,"Yuba, Sutter Counties CoC",Cisgender Man,974
2024,CA-524,"Yuba, Sutter Counties CoC",Cisgender Woman,926
2024,CA-524,"Yuba, Sutter Counties CoC","Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-524,"Yuba, Sutter Counties CoC",Transgender,*
2024,CA-525,El Dorado County CoC,Cisgender Man,241
2024,CA-525,El Dorado County CoC,Cisgender Woman,179
2024,CA-525,El Dorado County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-525,El Dorado County CoC,Questioning,*
2024,CA-525,El Dorado County CoC,Transgender,*
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Man,301
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Cisgender Woman,361
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Transgender,*
2024,CA-527,Tehama County CoC,Cisgender Man,311
2024,CA-527,Tehama County CoC,Cisgender Woman,252
2024,CA-527,Tehama County CoC,Client doesn't know,*
2024,CA-529,Lake County CoC,Cisgender Man,124
2024,CA-529,Lake County CoC,Cisgender Woman,131
2024,CA-529,Lake County CoC,Client doesn't know,*
2024,CA-529,Lake County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-529,Lake County CoC,Transgender,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Man,29
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",Cisgender Woman,35
2024,CA-531,Nevada County CoC,Cisgender Man,518
2024,CA-531,Nevada County CoC,Cisgender Woman,372
2024,CA-531,Nevada County CoC,Client doesn't know,12
2024,CA-531,Nevada County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-531,Nevada County CoC,Transgender,*
2024,CA-600,Los Angeles County CoC,Cisgender Man,45704
2024,CA-600,Los Angeles County CoC,Cisgender Woman,30249
2024,CA-600,Los Angeles County CoC,Client doesn't know,589
2024,CA-600,Los Angeles County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",179
2024,CA-600,Los Angeles County CoC,Questioning,*
2024,CA-600,Los Angeles County CoC,Transgender,639
2024,CA-601,San Diego County CoC,Cisgender Man,10940
2024,CA-601,San Diego County CoC,Cisgender Woman,8055
2024,CA-601,San Diego County CoC,Client doesn't know,57
2024,CA-601,San Diego County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",67
2024,CA-601,San Diego County CoC,Questioning,*
2024,CA-601,San Diego County CoC,Transgender,102
2024,CA-602,Orange County CoC,Cisgender Man,8526
2024,CA-602,Orange County CoC,Cisgender Woman,6144
2024,CA-602,Orange County CoC,Client doesn't know,844
2024,CA-602,Orange County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",39
2024,CA-602,Orange County CoC,Questioning,*
2024,CA-602,Orange County CoC,Transgender,55
2024,CA-603,Santa Barbara County CoC,Cisgender Man,1574
2024,CA-603,Santa Barbara County CoC,Cisgender Woman,1166
2024,CA-603,Santa Barbara County CoC,Client doesn't know,36
2024,CA-603,Santa Barbara County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-603,Santa Barbara County CoC,Transgender,*
2024,CA-604,Kern County CoC,Cisgender Man,3126
2024,CA-604,Kern County CoC,Cisgender Woman,2838
2024,CA-604,Kern County CoC,Client doesn't know,*
2024,CA-604,Kern County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-604,Kern County CoC,Questioning,*
2024,CA-604,Kern County CoC,Transgender,11
2024,CA-606,Long Beach CoC (Los Angeles County),Cisgender Man,2944
2024,CA-606,Long Beach CoC (Los Angeles County),Cisgender Woman,1605
2024,CA-606,Long Beach CoC (Los Angeles County),Client doesn't know,27
2024,CA-606,Long Beach CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",11
2024,CA-606,Long Beach CoC (Los Angeles County),Questioning,*
2024,CA-606,Long Beach CoC (Los Angeles County),Transgender,25
2024,CA-607,Pasadena CoC (Los Angeles County),Cisgender Man,705
2024,CA-607,Pasadena CoC (Los Angeles County),Cisgender Woman,468
2024,CA-607,Pasadena CoC (Los Angeles County),Client doesn't know,*
2024,CA-607,Pasadena CoC (Los Angeles County),"Culturally Specific, Non-Binary, and/or a Different Identity",*
2024,CA-607,Pasadena CoC (Los Angeles County),Transgender,*
2024,CA-608,Riverside County CoC,Cisgender Man,4533
2024,CA-608,Riverside County CoC,Cisgender Woman,4005
2024,CA-608,Riverside County CoC,Client doesn't know,19
2024,CA-608,Riverside County CoC,"Culturally Specific, Non-Binary, and/or a Different Identity",19
2024,CA-608,Riverside County CoC,Questioning,*
2024,CA-608,Riverside County CoC,Transgender,34
2024,CA-609,San Bernardino County CoC,Cisgender Man,3056
2024,CA-609,San Bernardino County CoC,Cisgender Woman,3062
2024,CA-609,San Bernardino County CoC,Client doesn't know,*
