City,State,Cost of Living Index,total_crime,Average Income,latitude,longitude,temp_month_1,precip_month_1,temp_month_2,precip_month_2,temp_month_3,precip_month_3,temp_month_4,precip_month_4,temp_month_5,precip_month_5,temp_month_6,precip_month_6,temp_month_7,precip_month_7,temp_month_8,precip_month_8,temp_month_9,precip_month_9,temp_month_10,precip_month_10,temp_month_11,precip_month_11,temp_month_12,precip_month_12,avg_annual_temp,avg_annual_precip
Moses Lake,WA,95.7,0,49727.0,47.1301417,-119.278077,0.13,24.65,1.43,7.18,5.01,18.0,8.87,36.54,18.05,19.45,20.18,1.2,23.89,2.35,23.19,19.93,17.38,6.41,11.04,11.82,3.14,22.68,2.38,43.89,11.224166666666664,17.84166666666667
Mount Airy,NC,89.0,0,51241.0,36.4993877,-80.6072138,6.26,114.92,9.36,108.78,10.11,65.26,14.41,178.45,17.17,97.21,20.07,126.37,24.92,127.42,23.66,200.29,20.59,96.26,15.2,21.37,8.43,44.69,5.95,169.8,14.677499999999997,112.56833333333333
Mount Pleasant,MI,86.8,8,48011.0,43.597646,-84.7668495,-0.9,63.6,-2.06,76.71,1.38,52.11,9.08,116.4,13.37,10.3,19.6,65.11,21.6,231.19,19.4,142.89,16.94,23.39,10.94,64.38,3.23,44.93,2.73,51.09,9.609166666666667,78.50833333333334
Mount Vernon,WA,110.1,5,67173.0,48.4200462,-122.32642,5.91,77.95,4.38,120.11,6.2,96.48,7.89,97.82,14.71,28.66,14.78,26.89,17.93,11.78,18.59,16.46,14.68,55.2,11.54,74.73,6.73,129.45,7.05,219.41,10.865833333333335,79.57833333333333
Muncie,IN,83.7,30,,40.1936892,-85.3865271,2.63,73.79,4.01,67.36,5.14,132.14,11.23,79.82,16.1,66.04,20.15,70.23,23.11,115.61,21.58,105.7,19.37,41.62,13.53,92.72,5.99,26.21,4.63,32.24,12.289166666666667,75.29
Muskegon,MI,87.7,0,49244.0,43.2341813,-86.2483921,0.29,71.44,-0.49,78.63,2.2,103.73,9.06,72.61,14.65,27.4,19.79,27.27,21.83,127.78,20.8,73.91,18.0,38.92,11.6,144.5,4.52,56.33,4.04,45.8,10.524166666666666,72.36
Muskogee,OK,81.3,0,47792.0,35.6630196,-95.3927706,6.49,75.01,8.36,108.69,11.19,148.52,15.71,60.72,21.46,85.18,25.46,42.33,27.96,98.33,28.57,102.3,24.89,161.53,16.92,92.35,11.83,35.33,7.9,115.73,17.228333333333335,93.835
Myrtle Beach,SC,94.7,0,51033.0,33.6956461,-78.8900409,10.62,82.03,13.1,97.33,13.79,38.08,17.42,116.36,19.34,115.63,23.48,94.06,27.64,108.16,26.92,198.43,23.28,89.15,17.95,56.81,12.55,67.13,10.14,196.99,18.019166666666667,105.01333333333334
Nacogdoches,TX,89.6,7,50541.0,31.5970503,-94.5927451,11.62,140.52,13.45,74.68,16.5,81.58,17.7,189.74,22.88,86.81,27.88,34.86,30.52,9.54,31.91,10.35,26.95,73.77,19.73,71.23,13.62,57.28,10.89,57.79,20.304166666666664,74.0125
Napa,CA,149.6,4,94973.0,38.4898675,-122.3218414,8.83,370.98,7.59,121.62,7.74,333.37,12.79,9.27,15.24,33.64,17.98,0.47,23.04,0.01,23.73,1.84,20.25,5.38,18.06,19.07,12.39,57.04,10.13,166.53,14.814166666666665,93.26833333333333
Naples,FL,109.4,0,134527.0,26.1421976,-81.7942944,20.0,15.09,22.56,13.26,22.69,6.79,24.93,102.92,25.99,145.61,27.65,167.86,29.63,117.33,29.36,185.24,28.9,197.04,26.07,82.51,23.68,59.08,19.39,67.43,25.070833333333336,96.68
Nashville,TN,100.1,80,92496.0,36.1622767,-86.7742984,8.18,129.93,10.02,74.17,10.75,105.17,15.14,81.56,20.12,106.29,23.55,83.77,26.43,138.27,25.57,92.91,22.41,52.22,16.94,20.69,10.94,41.81,7.54,75.74,16.465833333333332,83.54416666666668
New Bern,NC,90.2,0,58120.0,35.1084931,-77.0441143,10.16,96.25,12.13,81.21,13.0,58.72,17.77,146.93,19.04,112.38,23.45,105.32,27.6,110.49,27.04,173.32,23.37,175.59,17.52,23.14,11.99,55.78,9.67,178.63,17.728333333333335,109.81333333333332
New Castle,PA,88.1,0,53835.0,40.9999202,-80.3471856,2.28,99.04,2.78,41.51,3.74,95.88,10.82,68.29,14.3,40.08,18.59,101.81,22.83,161.21,21.27,142.65,18.55,49.63,12.83,80.05,4.9,51.09,4.67,67.35,11.463333333333331,83.21583333333334
New Haven,CT,107.7,86,,41.3082138,-72.9250518,4.34,156.26,1.96,26.14,4.96,96.39,11.36,128.12,14.84,80.28,19.49,52.01,24.93,249.47,22.43,109.95,19.64,217.85,14.38,87.61,5.7,68.13,5.02,220.54,12.420833333333334,124.39583333333333
New Orleans,LA,92.4,93,67403.0,29.9759983,-90.0782127,15.43,73.73,17.11,64.11,18.94,50.84,20.91,69.26,24.9,97.73,28.6,69.26,29.85,106.76,31.07,47.08,27.88,149.35,21.97,30.41,16.1,60.29,13.53,260.28,22.19083333333333,89.925
New Philadelphia,OH,88.9,0,57335.0,40.4897871,-81.4456706,2.84,107.69,3.73,46.29,4.45,105.89,11.2,77.49,15.24,48.37,19.24,85.54,23.21,199.94,21.35,159.35,18.69,20.34,13.09,84.97,5.22,48.23,4.69,70.84,11.9125,87.91166666666668
New York,NY,128.0,179,60271.0,40.7127281,-74.0060152,6.29,111.53,4.54,35.36,6.59,85.09,13.52,175.89,16.6,59.38,21.17,49.5,26.28,136.06,23.99,156.64,21.06,296.56,16.1,97.14,7.81,72.85,6.59,188.25,14.211666666666666,122.02083333333333
Niles,MI,89.7,0,61127.0,41.8297694,-86.2541768,0.92,61.27,0.81,107.4,2.84,139.32,10.16,85.5,15.51,57.06,19.9,51.66,22.07,180.2,21.25,71.65,18.64,53.4,12.27,151.25,4.86,22.01,3.77,70.46,11.083333333333336,87.59833333333334
North Wilkesboro,NC,90.5,0,49350.0,36.1584651,-81.1475841,6.91,110.93,9.93,84.53,10.34,70.74,14.76,139.98,17.54,91.17,20.69,196.61,25.21,146.2,24.2,196.14,21.33,84.04,15.89,19.27,9.19,42.65,6.68,183.41,15.222499999999997,113.80583333333335
Oak Harbor,WA,125.2,1,70094.0,48.2931559,-122.643224,5.78,47.5,4.55,43.63,6.18,33.46,7.87,45.22,14.47,15.16,14.42,19.36,17.17,9.55,17.94,14.81,14.19,29.94,11.24,49.82,6.93,66.91,7.24,101.53,10.664999999999997,39.740833333333335
Ocala,FL,94.5,3,46682.0,29.1871986,-82.1400923,15.5,39.62,19.15,39.71,20.41,57.31,23.07,108.5,24.43,201.32,26.97,325.43,28.98,212.04,29.45,166.82,26.67,83.91,22.58,100.45,18.45,55.12,15.95,92.99,22.634166666666662,123.60166666666667
Ocean City,NJ,109.5,0,78963.0,39.2776156,-74.5746001,6.56,74.89,5.61,42.51,6.97,54.53,13.49,158.72,15.01,49.87,20.0,66.27,25.35,132.34,23.74,67.79,21.38,172.69,15.99,36.4,8.17,65.25,6.69,178.56,14.08,91.65166666666666
Odessa,TX,92.7,3,58961.0,31.8457149,-102.367687,8.84,4.3,9.77,4.46,14.8,0.02,18.01,0.07,23.49,40.14,29.41,0.63,30.87,5.83,30.94,9.84,27.67,24.36,19.58,60.61,13.13,16.52,10.09,14.06,19.716666666666665,15.07
Ogden,UT,99.8,4,55832.0,41.2230048,-111.9738429,-2.11,110.6,-1.86,45.39,1.68,147.77,7.53,46.45,16.64,25.67,18.94,16.01,25.82,10.17,23.15,41.05,18.66,48.2,11.76,42.13,5.21,24.06,1.5,42.58,10.576666666666668,50.00666666666667
Ogdensburg,NY,88.3,0,47495.0,44.694285,-75.486374,-3.66,105.55,-4.49,51.44,0.01,58.84,8.32,89.04,12.56,61.93,18.39,79.52,22.12,148.75,19.27,139.91,16.95,21.42,12.28,69.48,2.1,52.39,0.05,120.35,8.658333333333333,83.21833333333332
Oklahoma City,OK,87.3,44,72954.0,35.4729886,-97.5170536,5.92,25.43,6.64,42.77,9.98,62.03,14.92,91.15,20.39,140.35,24.79,93.44,27.64,213.14,28.94,42.12,25.25,51.6,17.12,90.23,11.08,31.44,7.34,58.91,16.6675,78.55083333333333
Olean,NY,89.0,2,48342.0,42.0775022,-78.4298248,0.85,100.12,0.46,59.23,1.13,88.0,9.73,68.6,12.38,43.44,17.22,59.75,21.35,130.26,19.4,99.28,16.79,50.48,11.68,71.54,3.34,49.43,2.95,73.08,9.773333333333335,74.43416666666666
Olympia,WA,110.9,24,65892.0,47.0451022,-122.8950075,5.26,103.48,4.56,75.97,5.96,94.7,8.71,142.37,15.57,12.96,16.13,16.36,19.08,3.01,20.4,14.23,15.87,60.26,11.71,77.82,6.89,155.37,7.38,245.19,11.459999999999999,83.47666666666667
Omaha,NE,92.9,72,81570.0,41.2587459,-95.9383758,-3.15,31.6,-1.23,43.9,2.3,22.07,11.29,75.2,18.75,8.27,23.55,71.71,23.37,169.58,23.86,83.68,21.03,33.93,12.55,54.45,5.37,10.5,1.55,44.21,11.603333333333337,54.091666666666676
Opelousas,LA,86.1,0,48881.0,30.5335302,-92.081509,13.87,215.48,14.92,73.51,18.33,84.72,19.31,207.44,24.03,83.67,28.6,53.56,29.25,111.64,31.04,8.81,27.3,86.94,20.95,26.57,14.9,59.08,12.54,186.69,21.253333333333334,99.84250000000002
Orangeburg,SC,85.3,28,44277.0,33.4918203,-80.8556476,10.8,154.33,13.57,94.65,14.53,64.25,18.14,151.5,20.16,80.84,23.37,243.53,27.13,152.76,27.34,257.89,23.31,38.81,17.65,99.9,12.52,46.28,9.71,119.06,18.185833333333335,125.31666666666666
Orlando,FL,101.4,68,59767.0,28.5421109,-81.3790304,17.41,19.22,20.71,21.84,21.91,17.89,24.19,86.38,25.29,118.22,27.54,204.17,29.36,156.37,29.79,163.81,27.53,174.4,23.95,55.9,20.56,148.73,17.83,115.98,23.83916666666666,106.90916666666665
Oshkosh,WI,89.0,5,60180.0,44.0206919,-88.5408574,-3.01,27.03,-3.89,68.5,-0.14,85.38,8.42,76.96,14.17,47.12,19.8,58.42,22.1,102.55,20.95,85.52,18.5,39.5,11.28,100.77,2.76,14.17,1.38,32.19,9.360000000000001,61.50916666666666
Ottawa,IL,86.6,0,56311.0,41.3516628,-88.845436,-0.59,61.23,-0.05,72.06,3.21,50.11,10.51,40.08,16.48,72.06,20.58,38.16,22.86,171.35,22.04,63.76,19.05,86.91,12.38,137.31,4.43,19.25,3.03,60.45,11.160833333333331,72.7275
Owensboro,KY,86.6,10,52446.0,37.7742152,-87.1133304,5.18,131.1,6.82,68.12,8.23,209.09,13.89,84.66,18.85,82.47,22.38,107.47,25.43,144.23,24.18,119.84,21.27,30.24,15.36,80.98,8.47,25.21,5.77,55.52,14.652500000000003,94.91083333333334
Owosso,MI,84.8,1,50443.0,42.9975968,-84.1720541,-0.38,47.5,-1.08,77.84,1.68,74.57,9.37,122.91,13.69,25.27,19.4,46.03,22.0,192.48,19.75,162.31,17.28,40.96,11.39,114.94,3.47,63.99,3.6,53.77,10.014166666666666,85.21416666666669
Paducah,KY,85.7,0,64990.0,37.0833893,-88.6000478,6.28,177.25,8.21,98.64,9.28,217.17,14.85,89.8,20.09,82.96,23.9,35.75,26.23,219.92,24.97,196.18,22.06,38.84,16.5,70.45,9.46,23.77,6.67,48.69,15.708333333333334,108.28499999999998
Palatka,FL,93.2,0,41712.0,29.6487882,-81.6372111,16.13,39.67,19.78,46.57,20.16,83.34,23.09,117.28,24.11,64.19,26.65,198.68,28.75,258.67,29.48,135.6,26.7,150.03,22.81,143.4,18.71,76.26,16.56,134.89,22.74416666666666,120.71500000000003
Panama City,FL,101.9,2,56070.0,30.1586518,-85.6602936,15.34,79.84,17.37,57.09,18.4,126.66,20.64,118.77,24.02,79.29,26.51,144.14,29.13,141.09,30.41,91.72,26.59,167.66,21.63,78.91,16.26,91.51,13.29,277.91,21.632499999999997,121.21583333333335
Parkersburg,WV,84.7,1,58971.0,39.2667309,-81.5620755,4.72,119.93,6.49,57.26,7.35,76.11,13.1,87.19,16.25,77.28,20.04,90.94,24.41,130.19,22.78,169.77,19.96,29.28,14.85,82.91,7.34,47.07,6.0,80.33,13.6075,87.355
Pensacola,FL,97.9,15,55416.0,30.421309,-87.2169149,15.54,104.13,17.92,48.0,19.15,70.89,21.07,149.49,24.28,89.29,27.14,291.94,29.43,165.36,30.72,67.92,27.05,75.95,21.21,35.62,16.01,86.19,13.56,100.87,21.923333333333332,107.1375
Peoria,IL,86.7,20,62066.0,40.6938609,-89.5891008,0.76,41.86,2.14,75.36,4.94,101.06,12.05,56.82,18.55,55.97,22.81,50.22,24.33,104.85,23.49,129.45,20.66,76.71,13.74,77.7,6.26,23.5,4.34,72.41,12.839166666666666,72.15916666666668
Philadelphia,PA,103.4,122,61829.0,39.9527237,-75.1635262,6.16,72.14,5.27,38.03,6.83,53.67,14.38,136.98,16.6,36.76,21.13,125.83,26.44,150.79,24.23,89.27,21.16,176.85,15.73,17.78,7.38,68.2,6.23,191.43,14.295,96.4775
Phoenix,AZ,104.3,436,68111.0,33.4484367,-112.074141,10.67,24.18,12.44,11.28,14.97,37.34,21.63,0.0,25.88,0.44,28.71,0.0,36.51,0.85,34.52,5.49,29.95,7.8,24.75,0.01,17.86,6.33,13.17,22.35,22.588333333333335,9.6725
Pine Bluff,AR,82.3,10,43046.0,34.2157064,-92.0140402,9.51,182.07,10.29,76.18,13.02,221.69,16.31,199.46,22.05,98.27,25.98,87.73,27.85,67.6,28.69,29.02,24.45,8.59,18.87,118.35,11.22,84.9,8.56,54.94,18.066666666666666,102.40000000000002
